adep,ades,typecode,icao_operator,flight_duration_minutes,departure_hour,day_of_week
GMMN,LEMG,B738,RAM,51.75,9,0
GMME,LEZL,B738,RYR,47.0,22,3
GMMN,LFPO,B738,RAM,151.25,15,1
GMMN,EBBR,B738,JAF,178.83333333333334,17,4
GMMN,LFPG,A321,AFR,156.25,15,6
GMMN,LFLL,A320,MAC,135.75,5,3
GMMN,LFPO,B738,TVF,143.16666666666666,17,3
GMMN,LFPO,B738,JAF,147.41666666666666,6,0
GMME,LFPB,A320,AFR,141.25,5,6
GMMN,LIPE,A320,MAC,155.91666666666666,15,0
GMMN,EBBR,B789,RAM,175.41666666666666,12,2
GMMN,LFPO,B738,RAM,149.0,7,4
GMMN,LEMD,B738,RAM,78.33333333333333,14,0
GMME,LFPG,A319,AFR,148.25,13,6
GMMN,LFLL,A320,ABY,137.41666666666666,4,3
GMME,LFPG,A319,AFR,149.08333333333334,5,0
GMMN,LEBL,A320,MAC,103.83333333333333,16,6
GMMN,LIPE,A320,MAC,156.16666666666666,20,1
GMME,LEMD,E190,RAM,69.75,8,1
GMMN,LTFJ,A320,MAC,262.4166666666667,16,3
GMMN,LFPB,B738,RAM,151.41666666666666,12,3
GMMN,LEMD,B738,RAM,94.75,9,4
GMMN,LFPG,A321,AFR,167.0,18,3
GMMN,LFPG,A319,AFR,167.25,17,5
GMMN,LFPB,A319,AFR,154.08333333333334,10,6
GMME,LFPO,B738,RAM,140.58333333333334,17,3
GMMN,EGLL,B38M,RAM,162.75,12,5
GMMN,LFQQ,B738,JAF,158.5,14,5
GMMN,LEMD,E190,RAM,81.41666666666667,9,2
GMMN,LIPE,A320,ABY,161.08333333333334,17,2
GMMN,LFML,B738,RAM,128.0,14,3
GMMN,EGKK,B738,RAM,186.58333333333334,11,4
GMME,LFPB,A320,AFR,145.08333333333334,18,6
GMMN,LIME,A320,MAC,150.75,19,0
GMMN,LIME,A320,MAC,166.16666666666666,14,5
GMME,EDLV,B738,MAY,183.33333333333334,16,4
GMTT,LFML,B738,RYR,105.58333333333333,10,6
GMME,LFPB,A319,AFR,145.66666666666666,14,1
GMMN,LSGG,B738,RAM,144.16666666666666,13,2
GMME,LFPO,B738,RAM,143.41666666666666,18,4
GMMN,LFPG,A320,AFR,157.58333333333334,16,4
GMMN,LFBO,A320,MAC,109.58333333333333,1,6
GMME,LEBL,B738,RYR,86.5,21,3
GMMN,LIMC,B738,RAM,155.5,7,0
GMMN,LFPG,A321,AFR,151.5,21,2
GMTT,LIME,B738,MMO,143.91666666666666,21,4
GMMN,EHAM,B738,TRA,188.5,20,4
GMMN,LFPG,A321,AFR,150.33333333333334,18,1
GMMN,LFPB,B738,RAM,153.66666666666666,13,5
GMMN,LEMD,B738,RAM,72.0,15,4
GMMN,LFLL,E190,RAM,149.33333333333334,7,4
GMFO,LFQQ,B738,JAF,144.83333333333334,16,1
GMMN,EDDF,A20N,DLH,179.83333333333334,1,4
GMME,LFPO,B738,RAM,143.08333333333334,7,4
GMMN,LIME,A320,MAC,151.16666666666666,22,0
GMMN,LFBO,B738,RAM,139.75,7,3
GMMN,LTFJ,A320,MAC,257.6666666666667,16,5
GMMN,LIPE,B738,RAM,163.5,11,2
GMMN,EHRD,B738,RAM,180.58333333333334,15,4
GMMN,LFPO,B738,RAM,158.5,17,1
GMMN,LIPE,E190,RAM,165.83333333333334,11,4
GMMN,LFPG,A320,AFR,163.5,9,4
GMMN,LSGG,B738,RAM,145.5,12,4
GMMN,LFPO,B738,RAM,155.41666666666666,7,5
GMMN,LFLL,B738,RAM,137.58333333333334,7,6
GMTT,LEMD,B738,RYR,56.083333333333336,6,6
GMMN,LFBO,B738,RAM,113.0,14,2
GMMN,EDDF,A20N,DLH,188.58333333333334,2,3
GMMN,LPPT,A20N,TAP,65.66666666666667,11,4
GMMN,LEMD,B738,RAM,75.33333333333333,9,6
GMME,LEBL,B738,RYR,90.0,20,5
GMMN,LEMD,CRJX,ANE,82.25,11,0
GMMN,LFBO,B738,RAM,110.33333333333333,7,5
GMMN,LFPG,B752,BCS,153.66666666666666,17,0
GMMN,LFPG,B752,BCS,168.08333333333334,17,4
GMMN,LSZH,E190,RAM,170.58333333333334,13,2
GMMN,LEMD,B738,RAM,74.75,9,6
GMMN,LFPG,A320,AFR,152.58333333333334,10,6
GMMN,LFMN,E190,RAM,133.66666666666666,15,4
GMMN,LTFM,B789,RAM,226.16666666666666,9,5
GMMN,LIPE,B738,RAM,167.58333333333334,7,4
GMMN,LFPG,A321,AFR,151.83333333333334,19,6
GMMN,LIME,A320,ABY,151.5,10,3
GMMN,LFPB,A321,AFR,158.75,19,4
GMME,LFPO,B738,JAF,147.33333333333334,13,4
GMMN,EGKK,B738,RAM,171.5,11,6
GMMN,LPPT,A320,TAP,57.583333333333336,16,3
GMMN,LIPE,A320,MAC,152.33333333333334,21,1
GMMN,EGLL,B38M,RAM,165.25,12,0
GMMN,LIPE,B738,RAM,151.33333333333334,11,3
GMME,LFPO,B738,RAM,150.08333333333334,7,2
GMMN,LIPE,B738,RAM,159.75,11,5
GMMN,LPPT,B738,RAM,59.583333333333336,16,2
GMMN,LPPT,E190,TAP,63.25,11,5
GMMN,LFBO,A320,MAC,114.0,14,4
GMMN,LIPE,B738,RAM,158.66666666666666,11,4
GMMN,LFPG,A321,AFR,163.91666666666666,6,2
GMMN,EBBR,B788,RAM,172.91666666666666,12,4
GMMN,LPAR,E195,TAP,71.66666666666667,11,5
GMMN,LFPO,B738,RAM,155.83333333333334,17,4
GMMN,LFPG,A320,AFR,159.58333333333334,18,5
GMME,LFPO,B738,RAM,156.08333333333334,17,5
GMMN,EHAM,B738,TRA,178.5,21,0
GMMN,LFPO,B738,RAM,144.0,17,6
GMMN,LFLL,A320,MAC,142.33333333333334,5,5
GMMN,LFPB,A320,AFR,156.5,6,0
GMMN,LIPE,B738,RAM,158.75,12,0
GMMN,LTFM,B788,RAM,235.41666666666666,9,0
GMMN,LEMD,B738,RAM,69.25,15,5
GMMN,EBBR,A306,BCS,177.33333333333334,8,6
GMMN,LFLL,A320,ABY,139.75,6,6
GMMN,EBBR,A320,MAC,183.83333333333334,15,5
GMMN,LPPT,E190,LZB,59.25,18,5
GMMN,LFPO,B738,RAM,158.58333333333334,15,5
GMMN,LFPO,B738,RAM,155.41666666666666,8,3
GMME,GMMN,B788,RAM,22.166666666666668,14,2
GMMN,LFPB,A321,AFR,155.16666666666666,18,1
GMME,LFPO,B738,RAM,149.83333333333334,7,5
GMMN,LFPO,B738,RAM,147.83333333333334,17,2
GMMN,LPPT,E190,LZB,57.833333333333336,16,6
GMMN,LFBO,B738,RAM,109.58333333333333,15,4
GMMN,LFPO,B738,RAM,152.16666666666666,9,4
GMMN,LIRF,B738,RAM,162.75,11,2
GMMN,LFPO,B738,RAM,151.0,9,1
GMME,LFPB,A320,AFR,154.08333333333334,5,2
GMMN,LFPO,B738,RAM,144.66666666666666,15,0
GMTT,LEMD,A320,MYX,54.666666666666664,6,0
GMME,LFPO,B738,JAF,149.08333333333334,14,2
GMTT,EHRD,B738,TRA,164.58333333333334,10,4
GMMN,LSGG,B738,RAM,147.25,12,6
GMMN,EGLL,B38M,RAM,167.41666666666666,12,5
GMMN,LFML,B738,RAM,124.08333333333333,7,3
GMMN,EGKK,B738,RAM,175.41666666666666,11,2
GMME,EBBR,E190,RAM,168.5,6,2
GMMN,LFPO,B738,JAF,154.08333333333334,15,4
GMMN,LFQQ,B738,JAF,168.66666666666666,12,5
GMME,LEZL,B738,RYR,43.333333333333336,6,6
GMMN,EDDF,B738,RAM,184.33333333333334,11,4
GMMN,LFBD,B738,RAM,113.75,7,1
GMMN,LLBG,B738,RAM,303.0833333333333,0,0
GMMN,LFPB,A320,AFR,153.58333333333334,9,0
GMME,EDLV,B738,MAY,175.66666666666666,16,4
GMMN,LIRF,B738,RAM,152.08333333333334,11,4
GMMN,LFBD,B738,JAF,120.66666666666667,6,5
GMMN,LIMC,B738,RAM,169.75,7,4
GMMN,LSGG,B738,RAM,154.66666666666666,7,6
GMMN,EHAM,B738,RAM,170.75,11,1
GMMN,LEMD,CRJX,ANE,74.0,12,2
GMMN,LFPB,A320,AFR,152.58333333333334,9,6
GMMN,LEMD,CRJX,ANE,71.75,16,6
GMMN,LEMD,CRJX,ANE,83.08333333333333,12,6
GMME,LFPG,B744,RAM,136.66666666666666,3,4
GMMN,LEBL,B738,RAM,99.16666666666667,15,0
GMMN,LEMD,CRJX,ANE,74.33333333333333,16,0
GMMN,LFPO,B738,RAM,159.83333333333334,17,3
GMMN,LFPB,A319,AFR,152.41666666666666,6,3
GMMN,LIRF,B738,RAM,160.5,11,2
GMMN,EDDF,A321,DLH,188.75,0,0
GMMN,LFPB,A321,AFR,152.33333333333334,16,6
GMMN,LFPG,B738,RAM,167.75,12,2
GMMN,LFRS,E190,RAM,137.5,14,5
GMMN,LFPO,B738,RAM,148.33333333333334,13,0
GMMN,LFBO,B738,RAM,113.75,15,4
GMMN,LFML,B738,RAM,127.08333333333333,14,3
GMMN,LFML,B738,RAM,118.66666666666667,7,4
GMMN,LIPZ,A320,MAC,170.66666666666666,5,6
GMMN,EDDF,B738,RAM,175.91666666666666,12,1
GMMN,LEBL,B738,RAM,99.25,9,0
GMMN,LFJL,B738,JAF,165.16666666666666,15,1
GMME,LFPB,A320,AFR,145.5,14,0
GMMN,GMMY,B788,RAM,27.75,20,5
GMMN,LIPE,A320,ABY,166.91666666666666,15,2
GMMN,LIMC,B738,RAM,160.08333333333334,7,6
GMMN,EDDL,BCS3,BTI,199.08333333333334,0,1
GMMN,LFPG,B752,BCS,161.0,17,1
GMMN,LPAR,E190,TAP,70.25,12,2
GMMN,LFPO,B738,RAM,153.33333333333334,15,1
GMMN,LFBD,B738,JAF,120.66666666666667,5,5
GMMN,EHAM,B738,TRA,170.5,23,2
GMMN,LFPG,B752,BCS,150.75,16,3
GMMN,LIPZ,B738,RAM,170.33333333333334,11,5
GMMN,LFPO,B738,RAM,149.58333333333334,7,1
GMMN,LFML,B738,RAM,132.58333333333334,14,1
GMMN,LPPT,B738,RAM,65.66666666666667,16,4
GMMN,LFPO,B738,RAM,152.08333333333334,7,5
GMMN,LFPO,B738,RAM,153.08333333333334,9,3
GMMN,EHBK,B738,RAM,189.5,10,0
GMME,LFPG,A320,AFR,146.66666666666666,18,2
GMMN,EHBK,B738,RAM,198.25,6,4
GMMN,LFQQ,B738,JAF,162.66666666666666,12,5
GMMN,LFPG,B738,RAM,159.25,8,4
GMMN,LIPE,B738,RAM,163.75,11,4
GMMN,LPPT,E195,TAP,64.66666666666667,10,2
GMMN,LIPZ,B738,RAM,170.5,12,3
GMMN,LEMG,AT76,ANE,68.41666666666667,7,2
GMMN,LTFJ,A320,MAC,250.83333333333334,16,0
GMMN,LFPO,B738,RAM,155.75,8,4
GMMN,LFBD,B738,RAM,123.16666666666667,7,5
GMMN,LIPE,B738,RAM,166.33333333333334,7,4
GMMN,LFPG,B738,RAM,163.75,2,6
GMME,LFPB,A320,AFR,144.83333333333334,17,2
GMMN,LFPO,B738,RAM,153.75,11,4
GMME,LEZL,B738,RYR,46.333333333333336,6,6
GMMN,LFMN,B738,RAM,135.25,16,4
GMME,EBCI,B738,RYR,164.41666666666666,21,5
GMTT,EBBR,A320,MAC,172.33333333333334,6,2
GMMN,LIPE,B738,RAM,167.16666666666666,7,6
GMMN,LFLL,B738,TVF,128.91666666666666,1,0
GMMN,EGLL,B38M,RAM,169.91666666666666,12,1
GMMN,LPPT,AT76,RAM,95.83333333333333,10,0
GMMN,LEBL,B738,RAM,105.75,8,6
GMMN,LFPO,B738,RAM,152.75,7,4
GMMN,EDDF,A321,DLH,186.33333333333334,0,6
GMMN,EBBR,B788,RAM,174.83333333333334,12,6
GMMN,EHAM,B738,RAM,192.66666666666666,18,4
GMME,LFML,E190,RAM,126.91666666666667,15,0
GMMN,LEBL,B738,RAM,99.33333333333333,8,2
GMMN,LFPO,B738,JAF,150.5,6,0
GMMN,LFPO,B738,TVF,151.91666666666666,16,4
GMMN,EDDF,B738,RAM,189.08333333333334,11,5
GMME,EGGW,GLF6,QQE,162.0,10,5
GMMN,LFPO,B738,RAM,158.58333333333334,15,5
GMMN,EGKK,B738,RAM,166.91666666666666,11,4
GMMN,LFSB,A320,MAC,163.83333333333334,6,5
GMTT,EBBR,A320,MAC,157.08333333333334,14,0
GMMN,LTFM,B789,RAM,238.0,10,1
GMMN,LFPG,A320,AFR,159.33333333333334,10,4
GMMN,EDDF,B738,RAM,189.41666666666666,11,0
GMMN,LIME,A320,MAC,164.58333333333334,22,2
GMMN,LEBL,B738,RAM,108.0,8,2
GMME,GMMN,E190,RAM,28.583333333333332,13,5
GMMN,LIPE,B738,RAM,162.41666666666666,11,6
GMME,GMMN,B744,RAM,23.833333333333332,20,5
GMMN,LFPO,B738,RAM,160.83333333333334,17,6
GMMN,LEBL,B738,RAM,104.58333333333333,9,3
GMMN,LFPO,B738,RAM,151.41666666666666,18,1
GMMN,LFML,B738,RAM,133.0,7,2
GMMN,LFPO,B738,RAM,158.33333333333334,15,5
GMMN,LFPG,A321,AFR,149.5,17,5
GMMN,EDDF,A20N,DLH,180.83333333333334,0,0
GMMN,LFPG,B738,RAM,154.16666666666666,12,3
GMMN,LEMI,A320,MAC,71.66666666666667,6,4
GMMN,EHAM,B738,RAM,193.16666666666666,6,1
GMMN,EGLL,B38M,RAM,164.33333333333334,12,3
GMMN,LIMC,B738,RAM,144.08333333333334,11,2
GMME,EBCI,B38M,RYR,161.33333333333334,18,3
GMMN,EBBR,A320,MAC,179.75,16,5
GMMN,EGLL,B38M,RAM,158.58333333333334,12,6
GMMN,LFPO,B738,RAM,146.91666666666666,11,6
GMMN,EGKK,B738,RAM,169.5,12,4
GMMN,EGLL,B38M,RAM,171.83333333333334,12,4
GMMN,LIRF,B738,RAM,159.33333333333334,11,6
GMMN,EGKK,B738,RAM,167.83333333333334,11,6
GMMN,LEMD,B738,RAM,70.25,9,5
GMMN,EBBR,A306,BCS,173.41666666666666,8,6
GMMN,LPAR,A319,TAP,68.41666666666667,16,4
GMMN,LIMZ,A320,MAC,154.91666666666666,12,5
GMMN,LFPG,A321,AFR,156.75,15,3
GMMN,LEMD,B738,RAM,84.08333333333333,15,3
GMMN,GMTT,B788,RAM,41.333333333333336,1,4
GMMN,LIPE,B738,RAM,151.66666666666666,7,6
GMMN,LFPO,B738,RAM,158.41666666666666,9,5
GMMN,LFPO,B738,JAF,143.0,6,0
GMMN,LFPO,B738,RAM,155.91666666666666,17,4
GMMN,LFBO,B738,RAM,115.66666666666667,7,3
GMMN,LFPO,B789,RAM,136.41666666666666,8,4
GMMN,LIPZ,B738,RAM,159.41666666666666,12,1
GMMN,LFPO,B738,JAF,149.66666666666666,5,4
GMMN,LPAR,E190,LZB,58.0,11,6
GMMN,LTFJ,A320,MAC,246.25,17,6
GMME,LFPG,A320,AFR,157.41666666666666,5,2
GMMN,LFQQ,B738,JAF,163.08333333333334,8,3
GMME,LFPO,B738,RAM,147.0,17,3
GMMN,LEMD,CRJX,ANE,79.16666666666667,12,6
GMMN,LEMD,CRJX,ANE,72.75,12,1
GMMN,EBBR,B788,RAM,167.41666666666666,12,0
GMMN,EHAM,B738,RAM,184.91666666666666,15,4
GMMN,LPPT,A320,TAP,59.75,17,3
GMME,LFPB,A320,AFR,139.5,13,6
GMMN,LFMT,A320,MAC,133.91666666666666,6,2
GMMN,LFPG,A319,AFR,159.91666666666666,9,3
GMMN,LFPB,B738,RAM,152.25,13,0
GMME,LFPO,B738,RAM,152.5,7,1
GMMN,LFPG,B738,RAM,149.83333333333334,9,5
GMMN,LTFE,B738,RAM,251.0,0,1
GMME,LFPO,B738,RAM,136.25,7,1
GMMN,LFPG,A321,AFR,153.33333333333334,15,5
GMMN,LFPO,B738,RAM,146.5,15,0
GMME,EBBR,E190,RAM,165.75,6,2
GMME,LFPG,A320,AFR,138.33333333333334,13,6
GMMN,LFMT,A320,MAC,119.41666666666667,5,6
GMMN,LEBL,E190,RAM,109.41666666666667,15,3
GMME,EBBR,E190,RAM,161.16666666666666,6,2
GMME,LEBL,B738,RYR,96.0,20,5
GMMN,LEMD,CRJX,ANE,77.41666666666667,12,6
GMMN,LFPG,B752,BCS,158.83333333333334,16,4
GMMN,LSZH,E190,RAM,175.83333333333334,13,2
GMME,LFPB,A319,AFR,158.41666666666666,17,4
GMMN,LEMD,B738,RAM,82.33333333333333,9,1
GMME,EDLV,B738,RYR,176.58333333333334,19,4
GMMN,EGKK,B738,RAM,174.75,12,5
GMMN,LEZL,A320,MAC,51.416666666666664,19,3
GMMN,LFML,E190,RAM,143.25,7,5
GMMN,EBBR,B788,RAM,172.75,12,4
GMMN,LPPT,E190,LZB,64.16666666666667,16,2
GMMN,LFBD,B738,RAM,104.58333333333333,15,5
GMMN,LFPG,A319,AFR,151.0,11,6
GMMN,LFPG,A319,AFR,157.91666666666666,9,5
GMMN,LFPO,B738,RAM,148.75,17,6
GMMN,LFPO,B738,RAM,145.91666666666666,9,6
GMMN,LFML,B738,RAM,123.16666666666667,7,1
GMMN,LFPG,A320,AFR,145.41666666666666,15,0
GMMN,LTFM,A359,THY,235.91666666666666,17,5
GMMN,LFPO,B788,RAM,147.33333333333334,11,5
GMMN,LFPO,B738,RAM,154.25,6,5
GMMN,LFPG,A320,AFR,167.16666666666666,18,2
GMMN,LFPO,B738,RAM,152.33333333333334,8,2
GMME,LFPB,A319,AFR,139.66666666666666,13,6
GMMN,LFPG,A320,AFR,164.41666666666666,8,4
GMMN,LFPG,B738,RAM,165.08333333333334,12,5
GMMN,LFBD,B738,RAM,115.75,15,5
GMMN,EHAM,B738,TRA,185.58333333333334,22,3
GMMN,EHBK,B738,RAM,180.83333333333334,9,6
GMMN,LFPO,B738,TVF,158.58333333333334,17,4
GMMN,LTFJ,A320,MAC,250.0,17,4
GMMN,LFPO,B738,RAM,148.83333333333334,7,4
GMME,LFPG,A319,AFR,157.58333333333334,5,6
GMMN,LTFJ,A20N,PGT,244.5,0,6
GMTT,EBBR,A320,BEL,171.58333333333334,21,3
GMMN,EBBR,A320,ABY,165.0,14,5
GMMN,LIPE,B738,RAM,162.33333333333334,12,6
GMMN,LIRF,B738,RAM,155.25,11,5
GMMN,LIMZ,A320,MAC,156.66666666666666,12,5
GMMN,LPPT,E190,TAP,61.583333333333336,11,0
GMME,LFML,B738,RYR,125.0,16,1
GMMN,LPPT,B738,RAM,69.25,15,6
GMMN,LFPO,B738,TVF,153.83333333333334,17,3
GMTT,LPPT,AT76,TAP,71.16666666666667,3,6
GMMN,LFBO,A320,MAC,109.41666666666667,10,4
GMME,LEZL,B738,RYR,46.25,6,2
GMMN,LTFM,B788,RAM,232.91666666666666,9,2
GMME,LFPG,A320,AFR,147.33333333333334,18,6
GMMN,LIRF,B738,RAM,157.58333333333334,11,4
GMMN,LIMC,B738,RAM,153.08333333333334,12,2
GMTT,EBBR,A320,MAC,149.0,6,3
GMMN,LFPG,B738,RAM,160.25,8,4
GMMN,LLBG,B738,RAM,306.4166666666667,23,3
GMMN,LFLL,B738,RAM,137.33333333333334,14,4
GMMN,LFBO,B738,RAM,111.25,15,5
GMMN,LFJL,B738,JAF,171.0,14,3
GMMN,EDDF,B738,RAM,190.5,11,3
GMME,LFPG,A320,AFR,144.25,16,5
GMMN,LFPB,B738,RAM,158.83333333333334,12,4
GMME,LFPO,B738,RAM,146.91666666666666,7,4
GMMN,EBBR,B788,RAM,169.91666666666666,12,4
GMMN,LEBL,B738,RAM,102.41666666666667,9,5
GMTT,LFPO,B738,TVF,134.0,7,6
GMMN,EBBR,A320,MAC,170.58333333333334,5,0
GMMN,LIPE,B738,RAM,155.16666666666666,11,0
GMMN,EGLL,B38M,RAM,158.58333333333334,12,6
GMME,EBCI,B738,RYR,174.33333333333334,17,5
GMMN,LIMC,B738,RAM,148.58333333333334,7,6
GMMN,LEMD,B738,RAM,75.91666666666667,17,2
GMME,LFPO,B738,TVF,149.58333333333334,17,3
GMMN,LFPO,B738,RAM,147.08333333333334,7,6
GMMN,EDDF,A20N,DLH,173.25,1,4
GMMN,LEMD,B738,RAM,84.16666666666667,15,5
GMMN,LIME,A320,MAC,159.83333333333334,14,4
GMME,EBCI,B38M,RYR,160.91666666666666,18,3
GMME,LFPO,B738,RAM,153.75,7,5
GMMN,LFMN,B738,RAM,136.66666666666666,14,5
GMMN,EDDF,A20N,DLH,183.91666666666666,1,5
GMMN,LFQQ,B738,JAF,166.25,5,3
GMMN,LSGG,B738,RAM,152.08333333333334,7,5
GMMN,LFLL,A320,MAC,127.5,6,6
GMMN,LFPB,A321,AFR,151.83333333333334,18,6
GMMN,LFPB,B738,RAM,144.08333333333334,12,1
GMTT,EBBR,A320,MAC,162.66666666666666,15,4
GMMN,EBBR,A320,MAC,177.5,15,5
GMMN,LEBL,B738,RAM,109.66666666666667,15,6
GMMN,LEBL,B738,RAM,101.5,8,5
GMMN,LFPO,B738,RAM,156.66666666666666,17,4
GMMN,LIMC,B738,RAM,147.66666666666666,7,0
GMMN,LPPT,A320,TAP,64.25,11,4
GMMN,LFPG,A319,AFR,151.41666666666666,10,0
GMMN,LTFM,B788,RAM,237.75,9,5
GMMN,LEMD,B738,RAM,74.33333333333333,15,5
GMMN,LFPG,A320,AFR,152.41666666666666,18,4
GMME,LFPO,B738,RAM,143.25,7,3
GMMN,LFPB,A320,AFR,155.58333333333334,9,5
GMME,LFPO,B738,TVF,148.41666666666666,18,6
GMMN,LIRF,E190,RAM,148.16666666666666,12,1
GMMN,LFPG,A319,AFR,158.75,9,3
GMMN,LEZL,A320,MAC,52.166666666666664,5,0
GMMN,LFPB,A320,AFR,155.08333333333334,15,4
GMMN,LFBD,B738,RAM,118.25,15,6
GMMN,LFLL,B738,RAM,133.16666666666666,14,1
GMMN,LFBD,B738,RAM,110.5,15,6
GMMN,LPPT,AT76,RAM,91.16666666666667,11,1
GMMN,LFPO,B738,RAM,150.16666666666666,9,6
GMMN,LEMD,CRJX,ANE,77.33333333333333,14,4
GMMN,LPPT,B738,RAM,56.0,16,6
GMMN,LLBG,B738,RAM,300.8333333333333,0,0
GMTT,EBBR,A320,MAC,158.25,6,6
GMMN,LFPB,B738,RAM,152.33333333333334,7,4
GMMN,LFRS,B738,RAM,128.16666666666666,15,4
GMMN,LFPG,A319,AFR,156.33333333333334,10,3
GMME,EBBR,E190,RAM,172.83333333333334,6,2
GMMN,LEMG,A320,MAC,49.75,13,6
GMTA,GMTT,A320,MYX,26.75,15,2
GMMN,LFPO,B738,RAM,158.33333333333334,9,4
GMMN,LFML,B738,RAM,122.08333333333333,14,1
GMMN,EDDF,A321,DLH,197.16666666666666,1,3
GMMN,LFPO,B738,TVF,147.16666666666666,16,6
GMMN,LFPO,B738,RAM,148.66666666666666,6,0
GMMN,EDDF,B738,RAM,192.08333333333334,11,6
GMMN,LFMN,B738,RAM,156.66666666666666,14,4
GMME,LFPO,B738,TVF,142.08333333333334,17,5
GMMN,LEBL,E190,RAM,108.5,15,1
GMMN,LIPE,A320,MAC,163.41666666666666,8,5
GMMN,LIME,A320,MAC,162.0,20,5
GMMN,LFPB,A320,AFR,146.75,18,2
GMMN,LFBD,B738,RAM,121.66666666666667,7,5
GMMN,LFPO,B38M,RAM,156.41666666666666,14,6
GMMN,LEMD,B738,RAM,72.08333333333333,15,6
GMMN,LFBD,B738,RAM,126.08333333333333,7,4
GMMN,EGKK,B738,RAM,163.91666666666666,11,1
GMMN,LIME,A320,MAC,162.33333333333334,15,5
GMME,LFOB,B38M,RYR,155.08333333333334,13,1
GMMN,LFPO,B788,RAM,146.25,11,5
GMMN,LEBL,B738,RAM,104.16666666666667,15,4
GMMN,LIME,A320,MAC,160.5,8,2
GMME,EBBR,E190,RAM,174.33333333333334,6,6
GMME,LFPB,A319,AFR,147.25,5,6
GMMN,LIME,A320,MAC,159.5,14,5
GMME,LFPB,A319,AFR,153.08333333333334,13,2
GMME,LEMD,E190,RAM,67.16666666666667,8,1
GMME,LFML,B738,RYR,129.83333333333334,15,3
GMMN,LFPB,A320,AFR,149.58333333333334,9,3
GMMN,LFPG,B738,RAM,156.0,7,0
GMME,LFPO,B738,RAM,146.0,7,2
GMME,EBBR,A320,BEL,176.5,20,0
GMMN,LEMD,CRJX,ANE,75.16666666666667,12,6
GMTT,GMMN,AT76,RAM,75.08333333333333,4,6
GMME,EBBR,A320,BEL,181.75,19,0
GMMN,LFBD,B738,RAM,112.83333333333333,15,3
GMME,LFPO,B738,RAM,142.83333333333334,18,2
GMMN,LFPO,B738,RAM,147.33333333333334,17,5
GMMN,EBBR,B788,RAM,163.58333333333334,12,1
GMMN,LIME,A320,MAC,153.25,15,4
GMFO,LFPO,A320,LBT,147.83333333333334,7,5
GMME,LFPO,B738,RAM,141.16666666666666,7,1
GMMN,LSGG,B738,RAM,136.83333333333334,12,0
GMME,LFPG,A320,AFR,151.41666666666666,15,3
GMMN,LSGG,B738,RAM,149.83333333333334,12,0
GMMN,EGLL,B38M,RAM,175.08333333333334,12,5
GMMN,LEMD,B738,RAM,82.25,9,1
GMMN,LPPT,E190,TAP,63.416666666666664,10,0
GMMN,LFQQ,B738,JAF,162.33333333333334,6,3
GMMN,LEMD,B738,RAM,72.91666666666667,9,4
GMMN,GMME,B744,RAM,21.5,17,2
GMMN,LFPO,B788,RAM,141.91666666666666,11,5
GMME,LFPG,A320,AFR,158.66666666666666,5,5
GMMN,EBBR,B738,JAF,173.5,9,6
GMMN,LIMC,B738,RAM,156.5,11,4
GMTT,LEMD,A320,MAC,56.25,6,4
GMMN,LIMC,B738,RAM,162.33333333333334,11,4
GMMN,LIPZ,B738,RAM,164.91666666666666,11,5
GMMN,LIPE,B738,RAM,161.41666666666666,12,2
GMME,LFPB,A319,AFR,153.66666666666666,5,4
GMMN,LFPO,B738,TVF,149.66666666666666,17,0
GMMN,LEBL,B738,RAM,108.83333333333333,9,3
GMMN,LSGG,B738,RAM,159.91666666666666,12,6
GMME,LFPB,A319,AFR,144.91666666666666,18,0
GMMN,LFPO,B738,TVF,169.91666666666666,17,6
GMMN,LFBO,B738,RAM,113.25,15,5
GMME,LFPO,B738,RAM,142.25,18,4
GMME,LFML,E190,RAM,113.91666666666667,8,3
GMME,LFPG,A321,AFR,157.33333333333334,14,2
GMMN,EDDF,B738,RAM,188.58333333333334,11,6
GMMN,LFPG,A321,AFR,148.5,20,4
GMMN,LSGG,B738,RAM,145.0,7,4
GMMN,EBBR,B789,RAM,162.41666666666666,12,0
GMME,LFPO,B738,RAM,150.66666666666666,7,6
GMMN,LFBO,B738,RAM,110.66666666666667,7,5
GMMN,LEZL,A320,TAP,66.75,16,4
GMMN,EDDF,B738,RAM,190.75,11,1
GMME,LFPG,A319,AFR,151.0,13,6
GMFO,EBCI,B738,JAF,154.08333333333334,17,1
GMMN,LPPT,E190,LZB,63.5,20,6
GMMN,LFPG,A320,AFR,154.5,9,2
GMME,LFML,E190,RAM,111.75,15,0
GMMN,LIMC,B738,RAM,148.0,7,4
GMMN,LIME,A320,MAC,158.08333333333334,22,2
GMMN,LFPG,A321,AFR,149.75,15,0
GMMN,LFSB,A320,MAC,162.25,5,4
GMMN,LFPG,B752,BCS,149.66666666666666,17,1
GMMN,LFPO,B738,RAM,153.0,11,4
GMMN,LFPO,B738,RAM,145.41666666666666,15,1
GMME,LFML,E190,RAM,123.83333333333333,8,3
GMMN,LFPO,B738,JAF,143.41666666666666,6,6
GMMN,LIMC,B738,RAM,157.08333333333334,7,1
GMMN,LEMI,A320,MAC,64.08333333333333,6,4
GMMN,LFPO,B789,RAM,136.83333333333334,7,0
GMMN,LFPO,B738,RAM,161.33333333333334,13,1
GMMN,LFLL,B738,RAM,131.0,14,6
