adep,ades,typecode,icao_operator,first_seen,last_seen,flight_duration_minutes
GMMN,LFMN,B738,RAM,2022-09-01 14:52:25,2022-09-01 17:08:25,136.0
GMMN,LEMD,CRJX,CTN,2022-09-17 12:12:15,2022-09-17 13:28:15,76.0
GMMN,LFBO,A320,MAC,2022-09-05 15:43:10,2022-09-05 17:30:45,107.58333333333333
GMMN,LFML,B738,RAM,2022-09-21 14:08:25,2022-09-21 16:22:15,133.83333333333334
GMMN,EDDF,B738,RAM,2022-09-01 12:00:45,2022-09-01 15:02:45,182.0
GMMN,LFLL,A320,MAC,2022-09-10 05:10:10,2022-09-10 07:27:35,137.41666666666666
GMMN,EBBR,B738,RAM,2022-09-12 12:27:05,2022-09-12 15:10:20,163.25
GMMN,LTFJ,A21N,PGT,2022-09-30 00:21:10,2022-09-30 04:23:35,242.41666666666666
GMMN,LFPO,B738,JAF,2022-09-20 06:10:55,2022-09-20 08:45:05,154.16666666666666
GMMN,EBBR,B38M,RAM,2022-09-24 12:34:00,2022-09-24 15:17:40,163.66666666666666
GMMN,LFQQ,B738,JAF,2022-09-15 05:57:15,2022-09-15 08:46:05,168.83333333333334
GMMN,LIMZ,A320,MAC,2022-09-10 12:16:25,2022-09-10 14:59:20,162.91666666666666
GMME,LFPG,A320,AFR,2022-09-28 17:18:20,2022-09-28 19:58:15,159.91666666666666
GMMN,LIPE,B738,RAM,2022-09-29 11:57:50,2022-09-29 14:40:25,162.58333333333334
GMMN,LFBD,E190,RAM,2022-09-12 15:11:45,2022-09-12 17:05:35,113.83333333333333
GMMN,LEMD,B738,RAM,2022-09-28 15:07:10,2022-09-28 16:25:25,78.25
GMMN,LEMD,B738,RAM,2022-09-03 09:27:35,2022-09-03 10:59:55,92.33333333333333
GMMN,LEBL,B738,RAM,2022-09-29 15:33:35,2022-09-29 17:19:10,105.58333333333333
GMME,LFPG,A321,AFR,2022-09-30 05:24:45,2022-09-30 08:26:40,181.91666666666666
GMMN,LEMG,B738,RAM,2022-09-29 15:44:45,2022-09-29 16:32:40,47.916666666666664
GMMN,EHAM,B738,RAM,2022-09-04 11:34:55,2022-09-04 14:22:20,167.41666666666666
GMMN,LFPO,B738,TVF,2022-09-22 16:18:55,2022-09-22 19:11:25,172.5
GMMN,LFBD,B738,RAM,2022-09-21 12:59:30,2022-09-21 14:55:05,115.58333333333333
GMMN,LFPO,B738,RAM,2022-09-30 07:53:35,2022-09-30 11:04:55,191.33333333333334
GMMN,LFMT,A320,MAC,2022-09-30 05:09:10,2022-09-30 07:19:05,129.91666666666666
GMTT,LPPT,AT76,TAP,2022-09-01 03:08:40,2022-09-01 04:24:05,75.41666666666667
GMMN,EHAM,E190,RAM,2022-09-11 11:32:45,2022-09-11 14:26:55,174.16666666666666
GMMN,LIMC,B738,RAM,2022-09-29 12:26:50,2022-09-29 15:16:25,169.58333333333334
GMMN,EDDF,B738,RAM,2022-09-23 11:39:05,2022-09-23 14:58:10,199.08333333333334
GMMN,LIPE,B738,RAM,2022-09-05 11:49:20,2022-09-05 14:37:35,168.25
GMMN,LFLL,A320,MAC,2022-09-07 14:07:25,2022-09-07 16:35:10,147.75
GMMN,LIMC,B738,RAM,2022-09-25 07:03:10,2022-09-25 09:25:35,142.41666666666666
GMMN,LFLL,B738,RAM,2022-09-06 14:31:05,2022-09-06 16:47:30,136.41666666666666
GMMN,LEMD,CRJX,CTN,2022-09-15 12:13:25,2022-09-15 13:36:55,83.5
GMMN,LFBD,B738,RAM,2022-09-18 07:11:45,2022-09-18 08:59:55,108.16666666666667
GMMN,LFBO,E190,RAM,2022-09-12 14:47:10,2022-09-12 16:40:20,113.16666666666667
GMMN,LFML,B738,RAM,2022-09-28 13:46:00,2022-09-28 15:59:55,133.91666666666666
GMMN,LIPE,B738,RAM,2022-09-01 07:46:00,2022-09-01 10:32:50,166.83333333333334
GMMN,LFML,B738,RAM,2022-09-30 14:48:55,2022-09-30 17:17:55,149.0
GMMN,LEMD,B738,RAM,2022-09-10 14:57:50,2022-09-10 16:22:05,84.25
GMTT,LFPO,B738,RAM,2022-09-12 07:26:35,2022-09-12 09:43:35,137.0
GMMN,EGKK,B738,RAM,2022-09-14 11:24:50,2022-09-14 14:06:40,161.83333333333334
GMME,LFPB,A320,AFR,2022-09-12 17:31:30,2022-09-12 19:57:35,146.08333333333334
GMMN,LFSB,A320,ABY,2022-09-10 06:25:30,2022-09-10 09:14:25,168.91666666666666
GMMN,LFPO,B738,RAM,2022-09-26 14:05:45,2022-09-26 16:53:20,167.58333333333334
GMMN,LPPT,E190,TAP,2022-09-16 10:57:05,2022-09-16 11:59:55,62.833333333333336
GMMN,LFPO,B738,RAM,2022-09-18 13:29:50,2022-09-18 16:01:15,151.41666666666666
GMMN,EBBR,B738,JAF,2022-09-13 18:32:40,2022-09-13 21:07:00,154.33333333333334
GMMN,LEBL,A320,ABY,2022-09-23 05:27:10,2022-09-23 07:19:05,111.91666666666667
GMME,LFPO,B738,RAM,2022-09-03 17:35:10,2022-09-03 20:02:05,146.91666666666666
GMMN,EGLL,B38M,RAM,2022-09-19 13:37:10,2022-09-19 16:31:30,174.33333333333334
GMME,LFPG,A320,AFR,2022-09-16 15:13:25,2022-09-16 17:50:30,157.08333333333334
GMMN,LIPZ,B738,RAM,2022-09-13 11:52:25,2022-09-13 14:33:20,160.91666666666666
GMMN,LFPO,B738,RAM,2022-09-24 17:45:35,2022-09-24 20:15:25,149.83333333333334
GMMN,LFPG,A320,AFR,2022-09-19 17:35:00,2022-09-19 20:14:15,159.25
GMMN,LTFJ,A320,MAC,2022-09-29 17:32:35,2022-09-29 21:33:30,240.91666666666666
GMMN,LEMD,CRJX,ANE,2022-09-01 12:04:30,2022-09-01 13:19:45,75.25
GMMN,LIMC,B738,RAM,2022-09-09 12:03:10,2022-09-09 14:47:30,164.33333333333334
GMMN,LFPO,B789,RAM,2022-09-07 07:37:50,2022-09-07 10:00:50,143.0
GMMN,LFPO,B738,RAM,2022-09-10 18:11:25,2022-09-10 20:50:30,159.08333333333334
GMMN,LIMC,B738,RAM,2022-09-04 11:48:15,2022-09-04 14:13:20,145.08333333333334
GMMN,LEMI,A320,MAC,2022-09-09 06:11:00,2022-09-09 07:16:50,65.83333333333333
GMMN,LIMC,B738,RAM,2022-09-11 07:34:30,2022-09-11 10:06:25,151.91666666666666
GMMN,EBBR,A306,BCS,2022-09-19 04:26:30,2022-09-19 07:47:30,201.0
GMMN,LEBL,B738,RAM,2022-09-10 15:59:25,2022-09-10 17:43:55,104.5
GMMN,LFPG,A321,AFR,2022-09-08 16:01:10,2022-09-08 18:38:35,157.41666666666666
GMMN,LFPG,B752,BCS,2022-09-27 16:57:15,2022-09-27 19:47:40,170.41666666666666
GMTT,LEBL,A320,MAC,2022-09-28 06:31:40,2022-09-28 07:57:15,85.58333333333333
GMMN,LEMD,AT75,SWT,2022-09-15 16:03:20,2022-09-15 17:56:20,113.0
GMMN,LIMC,B738,RAM,2022-09-06 12:03:45,2022-09-06 14:23:50,140.08333333333334
GMMN,LPAR,E190,LZB,2022-09-19 16:47:05,2022-09-19 17:58:45,71.66666666666667
GMMN,LEMD,CRJX,ANE,2022-09-04 16:11:40,2022-09-04 17:29:00,77.33333333333333
GMMN,LIMC,B738,RAM,2022-09-06 07:07:05,2022-09-06 09:32:10,145.08333333333334
GMMN,LFPG,B752,BCS,2022-09-06 17:06:10,2022-09-06 19:39:50,153.66666666666666
GMMN,LFPG,A321,AFR,2022-09-26 06:49:15,2022-09-26 09:37:35,168.33333333333334
GMMN,EBBR,B738,RAM,2022-09-16 14:06:15,2022-09-16 16:59:35,173.33333333333334
GMMN,LFPB,A320,AFR,2022-09-01 06:57:00,2022-09-01 09:26:15,149.25
GMME,LFPO,B738,RAM,2022-09-25 07:37:50,2022-09-25 09:58:15,140.41666666666666
GMMN,LIME,A320,MAC,2022-09-27 20:53:20,2022-09-27 23:37:35,164.25
GMMN,LFPG,A320,AFR,2022-09-15 15:18:40,2022-09-15 17:59:55,161.25
GMMN,LFPO,B38M,RAM,2022-09-04 13:37:45,2022-09-04 15:54:50,137.08333333333334
GMME,EBBR,E190,RAM,2022-09-02 07:38:10,2022-09-02 10:19:15,161.08333333333334
GMMN,EGKK,B738,RAM,2022-09-11 12:31:15,2022-09-11 15:18:00,166.75
GMME,LFPO,B738,RAM,2022-09-03 07:29:40,2022-09-03 10:01:00,151.33333333333334
GMMN,LEMD,CRJX,ANE,2022-09-18 16:22:55,2022-09-18 17:44:00,81.08333333333333
GMMN,LFPO,B738,TVF,2022-09-06 17:10:15,2022-09-06 19:42:05,151.83333333333334
GMME,EBBR,E190,RAM,2022-09-04 06:37:10,2022-09-04 09:10:25,153.25
GMMN,LFSB,A320,MAC,2022-09-23 05:24:15,2022-09-23 08:17:15,173.0
GMMN,LLBG,B789,RAM,2022-09-16 15:18:15,2022-09-16 19:58:55,280.6666666666667
GMMN,LFSB,A320,MAC,2022-09-19 06:04:50,2022-09-19 08:44:00,159.16666666666666
GMME,LFPB,A319,AFR,2022-09-11 05:53:50,2022-09-11 08:18:20,144.5
GMMN,LFBD,B738,RAM,2022-09-10 16:03:35,2022-09-10 17:58:10,114.58333333333333
GMMN,LFPB,B738,RAM,2022-09-05 13:04:05,2022-09-05 15:28:50,144.75
GMMN,LSGG,A320,MAC,2022-09-01 07:23:30,2022-09-01 09:51:50,148.33333333333334
GMMN,EDDF,A20N,DLH,2022-09-01 00:39:20,2022-09-01 03:36:35,177.25
GMMN,LIPZ,A320,MAC,2022-09-22 16:08:15,2022-09-22 19:05:55,177.66666666666666
GMMN,LFPG,B752,BCS,2022-09-15 16:56:20,2022-09-15 19:43:55,167.58333333333334
GMMN,LFML,B738,RAM,2022-09-29 16:38:55,2022-09-29 18:47:45,128.83333333333334
GMME,LEBL,B738,RYR,2022-09-01 21:25:15,2022-09-01 22:55:05,89.83333333333333
GMMN,LFJL,B738,JAF,2022-09-08 14:15:15,2022-09-08 17:07:00,171.75
GMMN,EBBR,B738,RAM,2022-09-26 13:03:55,2022-09-26 16:14:05,190.16666666666666
GMMN,EGLL,B38M,RAM,2022-09-03 15:02:40,2022-09-03 17:52:35,169.91666666666666
GMMN,EDDF,B738,RAM,2022-09-18 11:32:40,2022-09-18 14:43:50,191.16666666666666
GMMN,LFBD,B789,RAM,2022-09-26 06:20:55,2022-09-26 08:17:55,117.0
GMFO,EDLV,B738,RYR,2022-09-04 09:09:05,2022-09-04 11:59:55,170.83333333333334
GMMN,EBBR,B38M,RAM,2022-09-05 12:28:50,2022-09-05 15:09:20,160.5
GMMN,LFPG,A320,AFR,2022-09-18 10:46:35,2022-09-18 13:19:10,152.58333333333334
GMMN,EGKK,B738,RAM,2022-09-10 12:40:15,2022-09-10 15:27:35,167.33333333333334
GMMN,EGLL,B788,RAM,2022-09-03 12:51:50,2022-09-03 15:30:40,158.83333333333334
GMMN,LFSB,A320,MAC,2022-09-28 06:07:25,2022-09-28 09:07:15,179.83333333333334
GMMN,LIPE,B738,RAM,2022-09-23 11:56:55,2022-09-23 14:45:05,168.16666666666666
GMMN,EBBR,B738,RAM,2022-09-08 12:27:00,2022-09-08 15:19:35,172.58333333333334
GMMN,EHAM,B738,TRA,2022-09-28 20:18:25,2022-09-28 23:25:45,187.33333333333334
GMME,LFPO,B738,JAF,2022-09-09 15:12:30,2022-09-09 17:37:55,145.41666666666666
GMMN,LSGG,B738,RAM,2022-09-30 12:13:35,2022-09-30 14:58:40,165.08333333333334
GMMN,LIPE,A320,MAC,2022-09-04 13:08:25,2022-09-04 15:44:25,156.0
GMMN,LFML,B738,RAM,2022-09-09 15:24:50,2022-09-09 17:32:55,128.08333333333334
GMMN,LFPO,B738,RAM,2022-09-13 09:38:55,2022-09-13 11:55:50,136.91666666666666
GMMN,LEBL,A320,MAC,2022-09-06 06:20:30,2022-09-06 08:03:00,102.5
GMMN,EDDF,A20N,DLH,2022-09-21 00:45:55,2022-09-21 03:44:05,178.16666666666666
GMMN,LTFM,B789,RAM,2022-09-04 09:06:55,2022-09-04 12:47:55,221.0
GMMN,LRBC,B738,RAM,2022-09-13 03:52:30,2022-09-13 07:59:55,247.41666666666666
GMME,LFML,B738,RYR,2022-09-01 15:13:35,2022-09-01 17:11:10,117.58333333333333
GMMN,EGKK,B738,RAM,2022-09-05 11:26:20,2022-09-05 14:14:00,167.66666666666666
GMMN,LPPT,AT76,RAM,2022-09-13 11:10:55,2022-09-13 12:56:45,105.83333333333333
GMTT,LEBL,A320,MAC,2022-09-03 06:12:35,2022-09-03 07:26:35,74.0
GMMN,LFPO,B738,TVF,2022-09-18 16:19:00,2022-09-18 18:51:05,152.08333333333334
GMMN,LFPG,A320,AFR,2022-09-27 17:40:25,2022-09-27 20:32:20,171.91666666666666
GMMN,LIMC,A332,THY,2022-09-13 02:31:50,2022-09-13 05:12:15,160.41666666666666
GMMN,LTFJ,A320,ABY,2022-09-12 16:04:30,2022-09-12 20:13:45,249.25
GMMN,LFPG,A321,AFR,2022-09-24 06:44:45,2022-09-24 09:26:25,161.66666666666666
GMMN,LFRS,B738,RAM,2022-09-23 14:31:15,2022-09-23 16:40:35,129.33333333333334
GMMN,LEMD,CRJX,ANE,2022-09-05 16:19:35,2022-09-05 17:44:50,85.25
GMMN,LPPT,E190,LZB,2022-09-06 16:31:30,2022-09-06 17:31:20,59.833333333333336
GMMN,LPPT,E190,TAP,2022-09-02 11:13:00,2022-09-02 12:18:00,65.0
GMMN,LFRS,E190,RAM,2022-09-14 14:19:10,2022-09-14 16:33:40,134.5
GMMN,LFPO,B738,RAM,2022-09-28 13:36:45,2022-09-28 16:18:15,161.5
GMME,LFML,B738,RYR,2022-09-08 14:59:40,2022-09-08 17:10:35,130.91666666666666
GMMN,LFMT,B738,RAM,2022-09-26 14:08:10,2022-09-26 16:17:55,129.75
GMMN,LFPO,B738,RAM,2022-09-11 08:05:35,2022-09-11 10:33:10,147.58333333333334
GMME,LFML,E190,RAM,2022-09-01 08:18:30,2022-09-01 10:20:00,121.5
GMMN,LIMF,B738,RAM,2022-09-12 09:37:35,2022-09-12 12:08:15,150.66666666666666
GMMN,LFPB,A321,AFR,2022-09-11 10:32:50,2022-09-11 13:09:20,156.5
GMMN,LIPE,A320,MAC,2022-09-07 14:48:20,2022-09-07 17:45:40,177.33333333333334
GMMN,LIPE,B738,RAM,2022-09-18 11:47:00,2022-09-18 14:33:40,166.66666666666666
GMMN,EBBR,B738,RAM,2022-09-15 13:24:40,2022-09-15 16:16:05,171.41666666666666
GMMN,LIPZ,B738,RAM,2022-09-06 11:54:45,2022-09-06 14:41:30,166.75
GMMN,LFPO,B738,RAM,2022-09-10 15:15:30,2022-09-10 17:49:30,154.0
GMMN,LTFM,B788,RAM,2022-09-26 09:10:40,2022-09-26 12:56:05,225.41666666666666
GMMN,LFPO,B738,RAM,2022-09-20 11:46:50,2022-09-20 14:24:35,157.75
GMMN,EHAM,B737,KLM,2022-09-02 13:05:50,2022-09-02 15:59:50,174.0
GMMN,LEBL,B738,RAM,2022-09-16 08:48:35,2022-09-16 10:35:50,107.25
GMMN,LFML,B738,RAM,2022-09-03 14:55:55,2022-09-03 16:56:40,120.75
GMMN,LEMD,CRJX,ANE,2022-09-14 12:00:40,2022-09-14 13:19:30,78.83333333333333
GMMN,EBBR,B738,RAM,2022-09-14 12:38:05,2022-09-14 15:15:55,157.83333333333334
GMMN,LFBD,B738,RAM,2022-09-22 07:18:35,2022-09-22 09:22:10,123.58333333333333
GMME,LFPB,A319,AFR,2022-09-23 18:02:40,2022-09-23 20:28:25,145.75
GMMN,LFRS,B738,TVF,2022-09-04 01:51:00,2022-09-04 03:59:55,128.91666666666666
GMME,LFPO,B738,RAM,2022-09-14 07:29:40,2022-09-14 09:49:35,139.91666666666666
GMMN,LSGG,B738,RAM,2022-09-17 12:22:50,2022-09-17 14:58:45,155.91666666666666
GMMN,EHAM,B738,TRA,2022-09-19 13:03:40,2022-09-19 15:59:20,175.66666666666666
GMMN,LLBG,B738,RAM,2022-09-27 23:38:35,2022-09-28 04:38:30,299.9166666666667
GMMN,EGLL,B788,RAM,2022-09-28 13:06:25,2022-09-28 15:51:40,165.25
GMMN,LFPG,B738,RAM,2022-09-10 12:49:10,2022-09-10 15:27:25,158.25
GMMN,LIRF,B738,RAM,2022-09-04 12:35:40,2022-09-04 15:07:55,152.25
GMMN,LFBD,B738,RAM,2022-09-04 15:31:15,2022-09-04 17:22:15,111.0
GMMN,LFPB,A321,AFR,2022-09-02 18:08:55,2022-09-02 20:39:05,150.16666666666666
GMMN,LIMC,B738,RAM,2022-09-12 11:56:15,2022-09-12 14:38:35,162.33333333333334
GMMN,LFPO,B738,RAM,2022-09-05 15:40:50,2022-09-05 18:27:05,166.25
GMME,LFPO,B738,RAM,2022-09-15 07:27:25,2022-09-15 09:56:20,148.91666666666666
GMMN,LFPG,A320,AFR,2022-09-16 07:13:30,2022-09-16 09:55:25,161.91666666666666
GMMN,LFPO,B738,RAM,2022-09-14 13:32:10,2022-09-14 16:01:35,149.41666666666666
GMMN,LIPE,A320,MAC,2022-09-19 14:25:35,2022-09-19 17:05:55,160.33333333333334
GMMN,LIMA,B738,RAM,2022-09-28 10:48:30,2022-09-28 13:16:10,147.66666666666666
GMMN,LFML,E190,RAM,2022-09-10 15:07:50,2022-09-10 17:14:50,127.0
GMMN,LIMF,B738,RAM,2022-09-16 10:13:00,2022-09-16 12:37:25,144.41666666666666
GMMN,LFLY,B738,RAM,2022-09-03 07:25:15,2022-09-03 09:34:50,129.58333333333334
GMMN,LIMF,B738,RAM,2022-09-07 07:14:30,2022-09-07 09:43:55,149.41666666666666
GMMN,LEMD,CRJX,CTN,2022-09-19 16:28:10,2022-09-19 17:38:50,70.66666666666667
GMMN,LEMG,A320,MAC,2022-09-23 13:23:35,2022-09-23 14:17:20,53.75
GMMN,LIPE,B738,RAM,2022-09-27 11:53:35,2022-09-27 14:32:55,159.33333333333334
GMME,LEMD,E190,RAM,2022-09-03 08:36:25,2022-09-03 09:48:40,72.25
GMMN,LSGG,B738,RAM,2022-09-12 12:19:25,2022-09-12 14:52:40,153.25
GMTT,EBBR,A320,MAC,2022-09-11 06:10:00,2022-09-11 08:42:05,152.08333333333334
GMMN,LFMT,A320,ABY,2022-09-21 06:09:50,2022-09-21 08:15:15,125.41666666666667
GMMN,EGKK,B738,RAM,2022-09-23 11:22:35,2022-09-23 14:06:50,164.25
GMMN,LPPT,E190,LZB,2022-09-04 12:01:45,2022-09-04 13:11:20,69.58333333333333
GMMN,LTFM,B788,RAM,2022-09-30 09:40:00,2022-09-30 13:32:00,232.0
GMMN,LFPO,B738,RAM,2022-09-17 09:40:35,2022-09-17 12:19:05,158.5
GMMN,LEMD,B738,RAM,2022-09-21 15:09:50,2022-09-21 16:39:15,89.41666666666667
GMMN,LIME,A320,MAC,2022-09-25 05:23:30,2022-09-25 07:55:50,152.33333333333334
GMMN,EBBR,A320,ABY,2022-09-19 05:14:20,2022-09-19 08:06:10,171.83333333333334
GMMN,LFJL,B738,JAF,2022-09-20 14:43:05,2022-09-20 17:44:00,180.91666666666666
GMMN,EBLG,B737,JAF,2022-09-01 18:40:10,2022-09-01 21:20:50,160.66666666666666
GMMN,LIMP,PC12,COO,2022-09-23 14:27:35,2022-09-23 18:59:55,272.3333333333333
GMME,LFPO,B738,RAM,2022-09-18 07:33:00,2022-09-18 10:04:25,151.41666666666666
GMMN,LFBO,E190,RAM,2022-09-07 15:01:25,2022-09-07 16:55:55,114.5
GMMN,LFPG,B752,BCS,2022-09-08 17:10:30,2022-09-08 19:45:15,154.75
GMMN,GMTT,AT76,RAM,2022-09-10 22:43:15,2022-09-10 23:41:45,58.5
GMMN,EDDF,A20N,DLH,2022-09-25 01:55:00,2022-09-25 04:59:15,184.25
GMMN,LFPO,B738,JAF,2022-09-23 06:04:10,2022-09-23 08:42:40,158.5
GMMN,LFPO,B738,JAF,2022-09-12 05:57:20,2022-09-12 08:26:05,148.75
GMMN,LPPT,AT76,RAM,2022-09-27 10:08:30,2022-09-27 11:45:15,96.75
GMMN,EHAM,B738,TRA,2022-09-21 19:20:30,2022-09-21 22:33:15,192.75
GMMN,LEBL,B738,RAM,2022-09-13 15:02:25,2022-09-13 16:40:20,97.91666666666667
GMMN,EDDF,B738,RAM,2022-09-04 11:45:50,2022-09-04 14:58:50,193.0
GMMN,LIPE,B738,RAM,2022-09-02 07:17:55,2022-09-02 09:48:15,150.33333333333334
GMMN,LPPT,E190,LZB,2022-09-25 11:01:55,2022-09-25 11:59:55,58.0
GMMN,LEBL,E190,RAM,2022-09-24 15:02:25,2022-09-24 16:39:15,96.83333333333333
GMMN,LEMD,B738,RAM,2022-09-26 15:00:30,2022-09-26 16:16:10,75.66666666666667
GMMN,EDDF,A20N,DLH,2022-09-30 01:09:05,2022-09-30 04:15:10,186.08333333333334
GMMN,LFPG,B738,RAM,2022-09-06 13:35:40,2022-09-06 16:06:30,150.83333333333334
GMMN,EGKK,B738,RAM,2022-09-21 11:21:45,2022-09-21 14:09:35,167.83333333333334
GMMN,EBBR,A320,MAC,2022-09-29 15:46:50,2022-09-29 18:42:45,175.91666666666666
GMMN,LEMD,B738,RAM,2022-09-06 09:40:05,2022-09-06 11:01:55,81.83333333333333
GMMN,EGKK,B738,RAM,2022-09-22 11:29:30,2022-09-22 14:29:10,179.66666666666666
GMMN,LFPO,B738,RAM,2022-09-12 12:02:50,2022-09-12 14:25:05,142.25
GMMN,LEMD,CRJX,ANE,2022-09-20 12:33:25,2022-09-20 13:42:15,68.83333333333333
GMMN,LIPZ,A320,MAC,2022-09-08 16:31:20,2022-09-08 19:18:40,167.33333333333334
GMMN,LIPZ,A320,MAC,2022-09-13 20:56:20,2022-09-13 23:34:00,157.66666666666666
GMMN,LEMD,B738,RAM,2022-09-27 14:56:20,2022-09-27 16:12:20,76.0
GMMN,LFPB,A321,AFR,2022-09-13 16:27:35,2022-09-13 18:45:45,138.16666666666666
GMMN,LFPO,B789,RAM,2022-09-01 11:41:50,2022-09-01 14:00:30,138.66666666666666
GMMN,LIMC,B738,RAM,2022-09-20 12:13:30,2022-09-20 14:47:45,154.25
GMMN,LIPE,B738,RAM,2022-09-02 12:07:00,2022-09-02 14:42:40,155.66666666666666
GMMN,LFPB,B738,RAM,2022-09-29 14:07:35,2022-09-29 16:44:25,156.83333333333334
GMMN,LFPO,B738,RAM,2022-09-11 07:26:00,2022-09-11 10:10:40,164.66666666666666
GMMN,LTFM,A333,THY,2022-09-22 15:57:05,2022-09-22 20:18:30,261.4166666666667
GMMN,LEBL,E190,RAM,2022-09-06 08:51:05,2022-09-06 10:40:30,109.41666666666667
GMMN,LFBO,E190,RAM,2022-09-04 07:35:25,2022-09-04 09:23:00,107.58333333333333
GMMN,LFPO,B738,RAM,2022-09-07 17:47:55,2022-09-07 20:21:20,153.41666666666666
GMMN,EBBR,A320,MAC,2022-09-12 05:14:50,2022-09-12 08:04:10,169.33333333333334
GMMN,LIPE,A320,ABY,2022-09-08 20:50:20,2022-09-08 23:29:55,159.58333333333334
GMMN,LTFJ,A21N,PGT,2022-09-11 23:38:55,2022-09-12 03:42:25,243.5
GMMN,LIRF,B738,RAM,2022-09-16 12:28:30,2022-09-16 14:57:55,149.41666666666666
GMMN,LFMY,E190,RAM,2022-09-02 15:35:05,2022-09-02 17:44:15,129.16666666666666
GMMN,LFML,E190,RAM,2022-09-11 14:43:15,2022-09-11 16:50:30,127.25
GMME,LFPG,A319,AFR,2022-09-14 17:35:20,2022-09-14 20:17:10,161.83333333333334
GMMN,LFPO,B738,RAM,2022-09-19 13:42:10,2022-09-19 16:12:45,150.58333333333334
GMME,LFPG,A320,AFR,2022-09-27 14:05:25,2022-09-27 16:45:45,160.33333333333334
GMMN,LFPO,B788,RAM,2022-09-12 14:03:40,2022-09-12 16:20:50,137.16666666666666
GMMN,LFPO,B738,RAM,2022-09-29 11:30:15,2022-09-29 14:02:20,152.08333333333334
GMMN,LIME,A320,MAC,2022-09-02 15:26:10,2022-09-02 17:59:55,153.75
GMMN,LEBL,E190,RAM,2022-09-17 14:59:00,2022-09-17 16:52:40,113.66666666666667
GMMN,LTFM,B789,RAM,2022-09-22 09:17:55,2022-09-22 13:09:00,231.08333333333334
GMMN,LFBD,B738,RAM,2022-09-28 07:17:10,2022-09-28 09:21:00,123.83333333333333
GMMN,LTFJ,A21N,PGT,2022-09-02 23:51:30,2022-09-03 03:46:30,235.0
GMMN,EGKK,B738,RAM,2022-09-28 11:15:05,2022-09-28 14:14:00,178.91666666666666
GMMN,LSGG,B738,RAM,2022-09-04 12:15:00,2022-09-04 14:33:50,138.83333333333334
GMMN,LIMC,B738,RAM,2022-09-14 11:56:25,2022-09-14 14:33:20,156.91666666666666
GMMN,LFMN,E190,RAM,2022-09-26 14:10:25,2022-09-26 16:45:35,155.16666666666666
GMMN,LFPO,B738,RAM,2022-09-05 15:26:10,2022-09-05 18:13:10,167.0
GMMN,LFPO,B738,RAM,2022-09-25 14:13:30,2022-09-25 16:44:35,151.08333333333334
GMMN,LFBD,B738,JAF,2022-09-17 06:00:45,2022-09-17 07:59:55,119.16666666666667
GMMN,LFPO,B738,JAF,2022-09-26 05:57:10,2022-09-26 08:38:20,161.16666666666666
GMMN,EBBR,A306,BCS,2022-09-04 08:20:20,2022-09-04 11:05:05,164.75
GMMN,LFPG,B752,BCS,2022-09-28 17:03:15,2022-09-28 19:42:50,159.58333333333334
GMMN,LSGG,A320,MAC,2022-09-15 07:32:10,2022-09-15 09:58:40,146.5
GMMN,LFBD,B738,RAM,2022-09-05 08:05:05,2022-09-05 09:58:45,113.66666666666667
GMMN,LFPB,B738,RAM,2022-09-13 12:53:20,2022-09-13 15:18:35,145.25
GMMN,EHAM,B737,KLM,2022-09-23 13:01:30,2022-09-23 16:04:05,182.58333333333334
GMMN,LFML,B738,RAM,2022-09-06 15:18:00,2022-09-06 17:22:40,124.66666666666667
GMMN,LPPT,AT76,RAM,2022-09-14 16:36:25,2022-09-14 18:28:10,111.75
GMME,LFPG,A321,AFR,2022-09-14 05:53:40,2022-09-14 08:21:30,147.83333333333334
GMMN,LFJL,B738,JAF,2022-09-06 14:33:15,2022-09-06 17:18:15,165.0
GMMN,EHAM,B738,RAM,2022-09-09 11:27:05,2022-09-09 14:37:30,190.41666666666666
GMMN,LIMA,B738,RAM,2022-09-23 09:41:25,2022-09-23 12:26:50,165.41666666666666
GMMN,LFLL,A320,MAC,2022-09-17 05:08:40,2022-09-17 07:33:10,144.5
GMMN,LFPO,B738,RAM,2022-09-05 13:21:40,2022-09-05 15:40:05,138.41666666666666
GMMN,LFLL,A320,MAC,2022-09-11 06:10:25,2022-09-11 08:28:10,137.75
GMMN,LEMD,CRJX,ANE,2022-09-25 11:56:55,2022-09-25 13:07:00,70.08333333333333
GMMN,LFPO,B738,RAM,2022-09-10 13:20:55,2022-09-10 15:56:20,155.41666666666666
GMMN,LFPO,B738,JAF,2022-09-14 06:35:30,2022-09-14 09:04:25,148.91666666666666
GMMN,LTFM,A359,THY,2022-09-23 16:09:50,2022-09-23 20:13:10,243.33333333333334
GMMN,LIME,A320,MAC,2022-09-19 22:22:40,2022-09-20 00:54:00,151.33333333333334
GMME,LFPG,A321,AFR,2022-09-11 14:17:00,2022-09-11 16:35:15,138.25
GMMN,LTFM,B789,RAM,2022-09-23 09:18:55,2022-09-23 13:17:30,238.58333333333334
GMMN,LFPO,B738,RAM,2022-09-14 09:46:55,2022-09-14 12:09:25,142.5
GMMN,LIRF,B738,RAM,2022-09-11 12:40:25,2022-09-11 15:17:20,156.91666666666666
GMFO,EHEH,B738,JAF,2022-09-06 03:16:15,2022-09-06 05:49:45,153.5
